dataset_code,dataset_name,project_code,project_name,profile_id,profile_depth_id,monitoring_location_name,date,time_sample,depth_m,depth_bin_m,temp_c,oxygen_mg_l1,oxygen_saturation_pct,cond_us_cm1,cond_spec_us_cm1,chla_ug_l1,gear_type_code,gear_type_desc,optode,method_sample_code,method_sample_desc,qa_level,collected_by,researcher_code,researcher_name,qualifiers,comments,update_date,account,version
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 1.011 m],304 LA CB,2024-07-30,8:10:00,1.011,1,24.53,7.236,90.885,10.73,10.827,7.479,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 1.27 m],304 LA CB,2024-07-30,8:11:00,1.27,1.25,23.95,6.672,82.891,11.15,11.378,7.857,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 1.503 m],304 LA CB,2024-07-30,8:11:00,1.503,1.5,22.78,6.263,76.095,11.22,11.717,7.12,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 1.697 m],304 LA CB,2024-07-30,8:12:00,1.697,1.75,21.22,6.314,74.426,11.09,11.953,8.247,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 2.043 m],304 LA CB,2024-07-30,8:12:00,2.043,2,19.41,4.804,54.623,11.73,13.132,15.043,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 2.268 m],304 LA CB,2024-07-30,8:13:00,2.268,2.25,17.88,2.495,27.496,11.89,13.761,27.474,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 2.504 m],304 LA CB,2024-07-30,8:14:00,2.504,2.5,16.5,0.618,6.617,12.22,14.588,34.689,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 2.743 m],304 LA CB,2024-07-30,8:15:00,2.743,2.75,15.08,0.17,1.766,12.64,15.595,25.53,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 2.973 m],304 LA CB,2024-07-30,8:15:00,2.973,3,13.83,0.088,0.89,12.86,16.348,78.594,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 3.227 m],304 LA CB,2024-07-30,8:16:00,3.227,3.25,12.23,0.114,1.112,14.18,18.754,19.726,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 3.523 m],304 LA CB,2024-07-30,8:17:00,3.523,3.5,11.25,0.126,1.202,15.32,20.776,20.756,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 3.719 m],304 LA CB,2024-07-30,8:17:00,3.719,3.75,10.32,0.169,1.577,16.16,22.457,20.501,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 3.929 m],304 LA CB,2024-07-30,8:18:00,3.929,4,9.56,0.188,1.724,18.95,26.876,12.701,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 4.202 m],304 LA CB,2024-07-30,8:19:00,4.202,4.25,8.95,0.21,1.898,29.5,42.541,11.028,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 4.452 m],304 LA CB,2024-07-30,8:20:00,4.452,4.5,8.39,0.217,1.935,30.35,44.453,9.701,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 4.734 m],304 LA CB,2024-07-30,8:20:00,4.734,4.75,8.13,0.244,2.162,31.52,46.505,9.744,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 4.961 m],304 LA CB,2024-07-30,8:21:00,4.961,5,7.74,0.236,2.071,33.53,50.02,9.513,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 5.212 m],304 LA CB,2024-07-30,8:22:00,5.212,5.25,7.547,0.248,2.166,34.74,52.111,9.149,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 5.457 m],304 LA CB,2024-07-30,8:22:00,5.457,5.5,7.381,0.261,2.27,36.44,54.923,9.585,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 5.738 m],304 LA CB,2024-07-30,8:23:00,5.738,5.75,7.283,0.235,2.039,37.4,56.529,9.582,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 6.026 m],304 LA CB,2024-07-30,8:25:00,6.026,6,7.246,0.244,2.115,38.32,57.982,9.929,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 6.254 m],304 LA CB,2024-07-30,8:24:00,6.254,6.25,7.218,0.245,2.122,38.44,58.21,10.402,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-07-30],[304 LA CB] [2024-07-30] [Depth: 6.476 m],304 LA CB,2024-07-30,8:24:00,6.476,6.5,7.215,0.241,2.088,38.8,58.761,39.277,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 0.227 m],304 LA CB,2024-08-13,8:18:00,0.227,0.25,21.76,9.12,108.643,10.17,10.841,6.109,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 0.503 m],304 LA CB,2024-08-13,8:19:00,0.503,0.5,21.6,9.17,108.898,10.15,10.855,8.47,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 0.774 m],304 LA CB,2024-08-13,8:21:00,0.774,0.75,21.42,8.9,105.32,10.33,11.088,10.343,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 1.029 m],304 LA CB,2024-08-13,8:21:00,1.029,1,20.65,8.47,98.723,10.4,11.342,7.455,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 1.249 m],304 LA CB,2024-08-13,8:23:00,1.249,1.25,19.6,7.448,85.01,10.55,11.763,6.693,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 1.506 m],304 LA CB,2024-08-13,8:24:00,1.506,1.5,18.88,6.956,78.247,10.44,11.822,6.988,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 1.738 m],304 LA CB,2024-08-13,8:26:00,1.738,1.75,18.45,6.529,72.802,10.56,12.07,6.749,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 2.008 m],304 LA CB,2024-08-13,8:27:00,2.008,2,18.1,6.179,68.406,10.49,12.082,7.002,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 2.246 m],304 LA CB,2024-08-13,8:29:00,2.246,2.25,17.81,5.622,61.868,10.56,12.241,6.272,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 2.502 m],304 LA CB,2024-08-13,8:31:00,2.502,2.5,17.32,4.457,48.552,10.77,12.621,8.669,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 2.76 m],304 LA CB,2024-08-13,8:34:00,2.76,2.75,15.76,0.178,1.876,12.85,15.604,33.331,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 3.023 m],304 LA CB,2024-08-13,8:34:00,3.023,3,14.13,0.129,1.313,13.24,16.709,33.742,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 3.185 m],304 LA CB,2024-08-13,8:35:00,3.185,3.25,12.92,0.142,1.407,13.45,17.484,24.384,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 3.474 m],304 LA CB,2024-08-13,8:37:00,3.474,3.5,12.06,0.125,1.215,15.42,20.482,21.913,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 3.966 m],304 LA CB,2024-08-13,8:38:00,3.966,4,10.03,0.173,1.604,27.43,38.413,14.983,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 4.246 m],304 LA CB,2024-08-13,8:43:00,4.246,4.25,9.07,0.197,1.785,34.08,48.984,11.192,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 4.474 m],304 LA CB,2024-08-13,8:38:00,4.474,4.5,8.59,0.24,2.15,33.74,49.143,10.285,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 4.726 m],304 LA CB,2024-08-13,8:44:00,4.726,4.75,8.17,0.21,1.862,34.96,51.522,9.366,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 5.05 m],304 LA CB,2024-08-13,8:39:00,5.05,5,7.872,0.249,2.192,37.26,55.376,9.248,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 5.478 m],304 LA CB,2024-08-13,8:40:00,5.478,5.5,7.725,0.263,2.307,39.3,58.653,8.37,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 6.027 m],304 LA CB,2024-08-13,8:41:00,6.027,6,7.355,0.253,2.199,43.48,65.583,9.529,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-13],[304 LA CB] [2024-08-13] [Depth: 6.213 m],304 LA CB,2024-08-13,8:42:00,6.213,6.25,7.311,0.272,2.362,45.01,67.977,10.114,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 0.197 m],304 LA CB,2024-08-27,8:03:00,0.197,0.25,23.39,8.62,105.962,10.22,10.544,13.412,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 0.521 m],304 LA CB,2024-08-27,8:04:00,0.521,0.5,23.43,8.65,106.411,10.16,10.474,12.705,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 0.917 m],304 LA CB,2024-08-27,8:04:00,0.917,1,23.4,8.65,106.351,10.17,10.491,14.154,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 1.267 m],304 LA CB,2024-08-27,8:06:00,1.267,1.25,23.36,8.45,103.813,10.31,10.643,15.32,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 1.509 m],304 LA CB,2024-08-27,8:07:00,1.509,1.5,21.58,5.959,70.738,10.93,11.694,13.156,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 1.747 m],304 LA CB,2024-08-27,8:07:00,1.747,1.75,20.48,4.217,48.986,11.24,12.302,15.158,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[304 LA CB] [2024-08-27],[304 LA CB] [2024-08-27] [Depth: 1.99 m],304 LA CB,2024-08-27,8:08:00,1.99,2,19.43,3.094,35.194,11.05,12.366,17.977,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
