dataset_code,dataset_name,monitoring_location_name,sample_date,sample_time,depth_m,depth_bin_m,avg_par_air_surface,avg_par_water,avg_water_to_air_par_light_pct,method_code,method_description,gear_type_code,gear_type_desc,collection_authority,dropped_for_best_fit,update_date,account,version
G03,PAR PROFILES - 1986 TO PRESENT,303 LA CB,2024-10-08,9:49,2.041,2,1037,68.32,6.589756,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,303 LA CB,2024-10-28,10:14,0.536,0.5,822,490.4,59.63755,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,303 LA CB,2024-10-28,10:14,0.995,1,773.8,99.4,12.8499,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,303 LA CB,2024-10-28,10:14,1.495,1.5,781.1,96.8,12.39269,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,303 LA CB,2024-10-28,10:14,1.92,1.9,775.7,77.66,10.01144,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-05-09,14:53,0.752,0.8,2011,731.5,36.04,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-05-09,14:53,1.012,1,1426,344.9,24.23,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-05-09,14:53,2.956,3,2014,64.05,3.176,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-05-09,14:53,4.087,4.1,1951,13.01,0.667,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-05,8:22,0.536,0.5,481.3,130.9,27.2,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-05,8:22,1.01,1,499.2,86.6,17.34,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-05,8:22,2.046,2,501.9,40.49,8.07,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-05,8:22,2.998,3,484.2,16.11,3.328,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-05,8:22,4.016,4,356.9,3.248,0.91,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-19,8:10,0.55,0.6,1252,341.8,27.29,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-19,8:10,1.008,1,1201,143.9,11.99,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-19,8:10,2.02,2,1335,54.24,4.064,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-19,8:10,2.988,3,1256,17.1,1.361,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-06-19,8:10,3.99,4,1357,4.667,0.344,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-04,8:16,0.518,0.5,580,80.1,13.82,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-04,8:16,1.066,1.1,469.8,22.65,4.82,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-04,8:16,2.01,2,385.1,10.16,2.638,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-04,8:16,3,3,400.3,4.821,1.204,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-17,8:04,0.498,0.5,258.3,54,20.91,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-17,8:04,1.038,1,287.4,26.26,9.14,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-17,8:04,2.008,2,356.4,9.9,2.777,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-17,8:04,3.026,3,290.1,3.089,1.065,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-17,8:04,4,4,235.2,0.551,0.234,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-31,8:09,0.524,0.5,254.2,89.2,35.11,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-31,8:09,1.01,1,248.7,45.37,18.24,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-31,8:09,2.004,2,252.1,17.21,6.826,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-31,8:09,2.968,3,260.4,8.83,3.393,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-07-31,8:09,4.028,4,269.7,1.666,0.618,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-14,9:27,0.516,0.5,1342,456.1,33.98,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-14,9:27,1.018,1,1341,165.2,12.32,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-14,9:27,2.002,2,1374,19.92,1.449,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-14,9:27,3.02,3,1392,11.94,0.858,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,TRUE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-28,9:35,0.594,0.6,268,26.52,9.89,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-28,9:35,0.99,1,427.2,17.79,4.165,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-28,9:35,2.036,2,506.3,9.43,1.862,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-08-28,9:35,2.99,3,563.4,5.521,0.98,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-11,9:36,0.496,0.5,388.9,64.57,16.6,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-11,9:36,1.03,1,397.5,20.12,5.062,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-11,9:36,2.024,2,449.7,5.696,1.267,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-11,9:36,2.99,3,396.4,1.147,0.289,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-25,9:56,0.54,0.5,1258,75.5,6,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-25,9:56,1.012,1,1255,20.71,1.651,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-09-25,9:56,1.486,1.5,1238,8.84,0.714,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-10,9:35,0.464,0.5,374.7,115.8,30.9,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-10,9:35,1.072,1.1,380.9,36.94,9.7,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-10,9:35,2.082,2.1,405.3,6.982,1.723,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-10,9:35,3.072,3.1,479.5,2.156,0.45,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-30,8:40,0.58,0.6,155,29.5,19.03,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-30,8:40,0.974,1,158.7,15.19,9.57,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-30,8:40,2.04,2,162.2,4,2.466,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2023-10-30,8:40,3.032,3,170,1.211,0.712,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,FALSE,2024-05-10,iyaktubay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,0.011,0,1036,1486,143.5046,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,0.496,0.5,1025,587.5,57.316,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,1.01,1,1034,253,24.47205,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,1.491,1.5,1055,132,12.51269,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,2.01,2,1094,66.44,6.073245,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,2.53,2.5,1077,38.71,3.594317,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,2.997,3,1141,20.82,1.824425,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,3.502,3.5,1129,13.12,1.162088,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-08,8:03,4.001,4,1173,6.754,0.5758788,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-21,8:07,0.547,0.5,465.6,97.7,20.97839,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-21,8:07,1.504,1.5,459,30.93,6.738,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-21,8:07,1.981,2,453.4,20.83,4.594519,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-21,8:07,2.521,2.5,469.9,11.28,2.402,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-21,8:07,3,3,481.7,6.383,1.324975,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-05-21,8:07,3.955,4,494.1,1.963,0.3974081,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,0.487,0.5,228.9,94.5,41.30003,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,1.008,1,224.2,34.38,15.33164,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,1.53,1.5,254.1,21.06,8.29,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,2.057,2.1,298.6,13.18,4.414483,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,2.563,2.6,323.1,8.25,2.554,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,2.997,3,393.5,5.823,1.479855,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-04,8:08,3.511,3.5,447.1,3.391,0.759,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-18,12:48,0.51,0.5,602.8,91.2,15.12767,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-18,12:48,1,1,484.5,26.31,5.428998,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-18,12:48,1.54,1.5,415.4,9.63,2.319,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-18,12:48,2.03,2,378.1,4.65,1.229833,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-06-18,12:48,2.55,2.6,398.9,3.318,0.832,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-02,8:08,0.5,0.5,154.1,24.69,16.02425,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-02,8:08,0.968,1,161.1,9.88,6.134016,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-02,8:08,1.483,1.5,150.7,3.677,2.439,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-02,8:08,1.996,2,179.5,2,1.113908,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-02,8:08,2.52,2.5,157.4,0.834,0.53,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-16,8:28,0.528,0.5,1314,453.7,34.53359,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-16,8:28,1,1,1486,21.04,1.416286,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-16,8:28,1.551,1.6,1461,57.92,3.963,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-16,8:28,2.01,2,1399,26.99,1.929424,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-16,8:28,2.624,2.6,1480,11.49,0.776,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-30,8:10,0.51,0.5,660.4,181,27.40446,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-30,8:10,1.002,1,618.9,61.42,9.925098,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-30,8:10,1.54,1.5,588.9,28.77,4.886,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-30,8:10,2.004,2,631,15.86,2.513137,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-07-30,8:10,2.491,2.5,597.9,5.557,0.929,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-13,8:21,0.53,0.5,927,209.6,22.61626,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-13,8:21,1,1,911,101.5,11.14472,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-13,8:21,1.51,1.5,900,42.76,4.749,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-13,8:21,2.008,2,925,19.39,2.097508,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-13,8:21,2.531,2.5,923,8.57,0.928,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
