dataset_code,dataset_name,monitoring_location_name,sample_date,sample_time,depth_m,depth_bin_m,avg_par_air_surface,avg_par_water,avg_water_to_air_par_light_pct,method_code,method_description,gear_type_code,gear_type_desc,collection_authority,dropped_for_best_fit,update_date,account,version
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-27,8:04,0.495,0.5,473.3,102.2,21.59903,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-27,8:04,1.01,1,485.4,35.29,7.269898,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-27,8:04,1.493,1.5,469.4,17.58,3.746,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-27,8:04,2.02,2,476.7,7.692,1.613767,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-08-27,8:04,2.456,2.5,466.1,3.145,0.675,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-10,8:16,0.538,0.5,294.3,175,59.47714,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-10,8:16,1.002,1,614.3,79.3,12.90931,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-10,8:16,1.557,1.6,277.6,21.18,7.63,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-10,8:16,2.02,2,514.2,10.42,2.026774,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-10,8:16,2.518,2.5,493.6,4.622,0.936,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-24,7:55,0.52,0.5,189.1,33.84,17.89703,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-24,7:55,0.993,1,185.8,15.45,8.315479,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-24,7:55,1.53,1.5,182.1,6.68,3.667,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-24,7:55,1.977,2,178.2,3.197,1.793586,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-09-24,7:55,2.527,2.5,158.9,1.467,0.923,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-08,8:12,0.512,0.5,512.1,103.2,20.1456,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-08,8:12,1.033,1,501.1,37.95,7.573165,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-08,8:12,1.53,1.5,508.8,9.34,1.835,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-08,8:12,1.997,2,99.6,2.618,2.628767,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-08,8:12,2.5,2.5,98.2,1.329,1.353,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-08,8:12,2.999,3,97.2,0.51,0.5245984,PR3,Digitally collected PAR using underwater and surface sensors,RBR4,RBR #4 Maestro^3 Serial No 211417,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-28,8:38,0.5,0.5,434.9,104.9,24.12465,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-28,8:38,1.017,1,487,32.1,6.591246,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-28,8:38,1.462,1.5,490.5,13.86,2.825,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
G03,PAR PROFILES - 1986 TO PRESENT,304 LA CB,2024-10-28,8:38,2.021,2,503.2,3.834,0.7618062,PR3,Digitally collected PAR using underwater and surface sensors,RBR3,RBR #3 Maestro^3 Serial No 211416,SandilandsK,,2025-03-28,chay,1
