Sample ID,Site,Date Collected,Test,Parameter,Result,Units,Rep. Limit,Instrument,Method,Analyst,Analysis Date,Order ID,Matrix,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Cations,Mg,0.36,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Cations,Mn,0.03,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Chla,Chla,1.72,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-27-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,DIC,DIC,225,µmol/L,1.2,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,DOC,DOC,669,µmol/L,24,Elementar Enviro-TOC,ELA-DOC,bcooney,07-18-2024 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,NH3,NH3-N,17,µg/L,3.8,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,NO2,NO2-N,0.4,µg/L,0.17,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,NO3,NO3-N,395,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Part C/N,Part N,32.3,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Part C/N,Part C,324.8,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Part Fe,Part Fe,72,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,Part P,Part P,9,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,jthoroski,10-25-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,pH,pH,5.96,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,TDN,TDN,466,µg/L,18,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-21-2023 00:00,2023031303,Lake Water,,,,
2023031303-01,304 LA CB 1m,03-13-2023,TDP,TDP,17.7,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Alk,Alk,76.6,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Anions,Cl,0.14,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Anions,SO4,0.82,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,Ca,1.2,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,Na,0.46,mg/L,0.1,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,Mo,0.02,mg/L,0.06,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,Mn,0.04,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,Mg,0.38,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,K,0.2,mg/L,0.08,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Cations,Fe,0.3,mg/L,0.02,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Chla,Chla,1.11,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-27-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,DIC,DIC,371,µmol/L,1.2,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,DOC,DOC,665,µmol/L,24,Elementar Enviro-TOC,ELA-DOC,bcooney,07-18-2024 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,NH3,NH3-N,34,µg/L,3.8,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,NO2,NO2-N,0.9,µg/L,0.17,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,NO3,NO3-N,380,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Part C/N,Part N,28.1,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Part C/N,Part C,324.7,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Part Fe,Part Fe,160,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,Part P,Part P,10,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,jthoroski,10-25-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,pH,pH,5.72,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,TDN,TDN,560,µg/L,18,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-21-2023 00:00,2023031303,Lake Water,,,,
2023031303-03,304 LA CB 2m,03-13-2023,TDP,TDP,15.9,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Alk,Alk,150.3,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Anions,Cl,0.17,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Anions,SO4,0.75,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,Ca,1.29,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,Mo,0.02,mg/L,0.06,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,Na,0.48,mg/L,0.1,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,Fe,0.76,mg/L,0.02,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,K,0.23,mg/L,0.08,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,Mg,0.4,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Cations,Mn,0.08,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Chla,Chla,5.97,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-27-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,DIC,DIC,505,µmol/L,1.2,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,DOC,DOC,669,µmol/L,24,Elementar Enviro-TOC,ELA-DOC,bcooney,07-18-2024 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,NH3,NH3-N,272,µg/L,3.8,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,NO2,NO2-N,3.8,µg/L,0.17,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,NO3,NO3-N,98,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Part C/N,Part N,151.9,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Part C/N,Part C,2045,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Part Fe,Part Fe,1046,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,Part P,Part P,39,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,jthoroski,10-25-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,pH,pH,6.22,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,TDN,TDN,673,µg/L,18,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-21-2023 00:00,2023031303,Lake Water,,,,
2023031303-04,304 LA CB 4m,03-13-2023,TDP,TDP,10.3,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Alk,Alk,613.5,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Anions,Cl,0.22,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Anions,SO4,0.26,mg/L,0.11,Shimadzu HIC-ESP,ELA-ClSO4,shavens,08-28-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,Ca,3.53,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,Na,0.53,mg/L,0.1,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,Mo,0.03,mg/L,0.06,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,Mn,0.01,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,Mg,0.52,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,K,0.34,mg/L,0.08,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Cations,Fe,6.72,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Chla,Chla,54.68,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,07-27-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,DIC,DIC,1475,µmol/L,1.2,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,DOC,DOC,933,µmol/L,24,Elementar Enviro-TOC,ELA-DOC,bcooney,07-18-2024 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,NH3,NH3-N,2220,µg/L,3.8,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,NO2,NO2-N,1.9,µg/L,0.17,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,NO3,NO3-N,3,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-14-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Part C/N,Part N,468.8,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Part C/N,Part C,4318,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Part Fe,Part Fe,1431,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,Part P,Part P,111,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,jthoroski,10-25-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,pH,pH,6.67,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,03-13-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,TDN,TDN,2926,µg/L,18,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-21-2023 00:00,2023031303,Lake Water,,,,
2023031303-05,304 LA CB 6m,03-13-2023,TDP,TDP,149.1,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031303,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Alk,Alk,141.1,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Anions,Cl,0.22,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,09-05-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Anions,SO4,0.82,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,09-05-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,Mg,0.49,mg/L,0.04,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,K,0.29,mg/L,0.1,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,Fe,0.13,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,Ca,1.66,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,Mo,0,mg/L,0.04,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,Mn,0.02,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Cations,Na,0.74,mg/L,0.12,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Chla,Chla,1.32,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,08-03-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,DIC,DIC,437,µmol/L,2.1,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,DOC,DOC,837,µmol/L,22,Elementar Enviro-TOC,ELA-DOC,bcooney,09-09-2024 22:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,NH3,NH3-N,467,µg/L,3,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,NO2,NO2-N,1.2,µg/L,0.3,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,NO3,NO3-N,315,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Part C/N,Part C,362.8,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Part C/N,Part N,39.4,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Part Fe,Part Fe,91,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,Part P,Part P,12,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,jthoroski,10-25-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,pH,pH,5.91,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,TDN,TDN,1091,µg/L,4,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031503,Lake Water,,,,
2023031503-01,227 LA CB 1m,03-15-2023,TDP,TDP,4.2,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Alk,Alk,160.2,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Anions,Cl,0.2,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,09-05-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Anions,SO4,0.72,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,09-05-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,Na,0.69,mg/L,0.12,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,Mn,0.08,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,Mo,0,mg/L,0.04,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,Fe,0.27,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,K,0.3,mg/L,0.1,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,Mg,0.46,mg/L,0.04,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Cations,Ca,1.22,mg/L,0.03,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Chla,Chla,5.62,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,eloewen,08-03-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,DIC,DIC,519,µmol/L,2.1,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,DOC,DOC,784,µmol/L,22,Elementar Enviro-TOC,ELA-DOC,bcooney,09-09-2024 22:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,NH3,NH3-N,616,µg/L,3,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,NO2,NO2-N,32.6,µg/L,0.3,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,NO3,NO3-N,89,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,bcooney,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Part C/N,Part N,102,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Part C/N,Part C,829.4,µg/L,10,Exeter CE 440 Elemental Analyzer,UA-C/N,BASL - UAlberta,02-21-2024 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Part Fe,Part Fe,162,µg/L,36,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-PartFe,bcooney,06-17-2025 22:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,Part P,Part P,30,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,jthoroski,10-25-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,pH,pH,5.76,SU,,Fisher Scientific Accumet pH meter,ELA-pH,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,TDN,TDN,1055,µg/L,4,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031503,Lake Water,,,,
2023031503-03,227 LA CB 4m,03-15-2023,TDP,TDP,5.3,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,03-16-2023 00:00,2023031503,Lake Water,,,,
2023031503-04,227 LA CB 6m,03-15-2023,Alk,Alk,311,µEq/L,,MANTECH MT-100,ELA-MT100,shavens,03-15-2023 00:00,2023031503,Lake Water,,,,
2023031503-04,227 LA CB 6m,03-15-2023,Anions,Cl,0.22,mg/L,0.05,Shimadzu HIC-ESP,ELA-ClSO4,shavens,09-05-2023 00:00,2023031503,Lake Water,,,,
2023031503-04,227 LA CB 6m,03-15-2023,Anions,SO4,0.3,mg/L,0.02,Shimadzu HIC-ESP,ELA-ClSO4,shavens,09-05-2023 00:00,2023031503,Lake Water,,,,
2023031503-04,227 LA CB 6m,03-15-2023,Cations,Mg,0.5,mg/L,0.04,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,shavens,08-26-2025 00:00,2023031503,Lake Water,,,,
